Country Name,CCA3,Year,Population,Country Name_wb,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Finland,FIN,2012,5413971.0,Finland,FIN,Europe & Central Asia,High income: OECD,11.0,9.6,15689.2,257000000000.0,47415.6,89.88,2.2,80.6268,17.8156,7.689
Fiji,FJI,2012,873596.0,Fiji,FJI,East Asia & Pacific,Upper middle income,22.23,8.137,,3972010000.0,4591.56,33.7424,20.3,66.859,47.3492,4.516
France,FRA,2012,65659789.0,France,FRA,Europe & Central Asia,High income: OECD,12.6,8.7,7363.42,2680000000000.0,40874.7,81.44,3.5,81.9683,119.914,9.4
Faroe Islands,FRO,2012,48666.0,Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,12.9,8.5,,2366300000.0,49459.7,85.3352,,81.1415,34.2715,
Gabon,GAB,2012,1756817.0,Gabon,GAB,Sub-Saharan Africa,Upper middle income,33.281,8.481,988.751,17171400000.0,9814.04,24.0,39.6,62.924,6.7904,20.176
United Kingdom,GBR,2012,63700300.0,United Kingdom,GBR,Europe & Central Asia,High income: OECD,12.8,8.9,5449.25,2680000000000.0,42018.7,87.48,4.1,80.9049,263.301,7.885
Georgia,GEO,2012,3825000.0,Georgia,GEO,Europe & Central Asia,Lower middle income,14.142,13.168,2329.93,15846500000.0,4249.67,36.94,10.8,72.097,65.238,17.22
Ghana,GHA,2012,25733049.0,Ghana,GHA,Sub-Saharan Africa,Lower middle income,31.834,8.072,342.201,41939700000.0,1613.29,10.6,43.7,61.72,114.25,6.006
Guinea,GIN,2012,11281469.0,Guinea,GIN,Sub-Saharan Africa,Low income,38.848,10.331,,7638050000.0,717.051,3.1,71.7,57.905,43.3503,4.103
"Gambia, The",GMB,2012,1802125.0,"Gambia, The",GMB,Sub-Saharan Africa,Low income,40.522,8.723,,910026000.0,477.701,12.4492,44.9,60.178,188.242,9.417
Guinea-Bissau,GNB,2012,1638139.0,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,38.298,11.082,,989328000.0,616.412,2.89399,66.2,55.645,57.0761,4.452
Equatorial Guinea,GNQ,2012,1038593.0,Equatorial Guinea,GNQ,Sub-Saharan Africa,High income: nonOECD,36.476,10.753,,22389600000.0,21712.4,13.9432,74.7,56.288,36.7626,8.194
Greece,GRC,2012,11045011.0,Greece,GRC,Europe & Central Asia,High income: OECD,9.1,10.6,5534.9,246000000000.0,22242.7,55.07,3.4,80.6341,85.6867,24.439
Grenada,GRD,2012,105481.0,Grenada,GRD,Latin America & Caribbean,Upper middle income,17.398,9.065,,799882000.0,7444.5,32.0,12.9,72.669,316.018,
Greenland,GRL,2012,56810.0,Greenland,GRL,Europe & Central Asia,High income: nonOECD,13.9,8.0,,2609670000.0,45936.8,64.896,,71.299,0.138409,
Guatemala,GTM,2012,15271056.0,Guatemala,GTM,Latin America & Caribbean,Lower middle income,26.766,4.996,532.651,50388500000.0,3299.67,16.0,26.8,72.236,142.504,2.765
Guam,GUM,2012,159973.0,Guam,GUM,East Asia & Pacific,High income: nonOECD,17.459,4.963,,5199000000.0,32494.6,61.5342,,78.408,296.289,12.2
Guyana,GUY,2012,753091.0,Guyana,GUY,Latin America & Caribbean,Lower middle income,21.011,7.117,,2861560000.0,3788.15,30.5,29.4,68.575,3.83743,11.933
"Hong Kong SAR, China",HKG,2012,7150100.0,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income: nonOECD,12.8,6.1,6031.24,263000000000.0,36730.9,72.9,,83.4805,6809.62,3.29
Honduras,HND,2012,8505646.0,Honduras,HND,Latin America & Caribbean,Lower middle income,23.737,4.468,636.639,18400500000.0,2129.52,18.12,18.6,73.814,77.2249,3.754
Croatia,HRV,2012,4267558.0,Croatia,HRV,Europe & Central Asia,High income: nonOECD,9.8,12.1,3819.28,56548400000.0,13250.8,61.94,4.4,76.9244,76.2609,15.935
Haiti,HTI,2012,10289210.0,Haiti,HTI,Latin America & Caribbean,Low income,26.839,9.333,46.1422,7890220000.0,769.707,9.8,56.8,61.26,371.95,14.1
Hungary,HUN,2012,9920362.0,Hungary,HUN,Europe & Central Asia,High income: OECD,9.1,13.0,3923.04,128000000000.0,12888.3,70.58,4.8,75.0634,109.581,11.003
Indonesia,IDN,2012,248883232.0,Indonesia,IDN,East Asia & Pacific,Lower middle income,20.225,6.518,733.372,918000000000.0,3694.35,14.52,26.2,69.866,137.148,4.468
Isle of Man,IMN,2012,81406.0,Isle of Man,IMN,Europe & Central Asia,High income: nonOECD,,,,6433360000.0,76104.7,,,,148.304,
India,IND,2012,1263065852.0,India,IND,South Asia,Lower middle income,19.923,7.312,723.235,1830000000000.0,1443.88,12.5801,40.9,67.545,425.732,2.69
Ireland,IRL,2012,4586897.0,Ireland,IRL,Europe & Central Asia,High income: OECD,15.6,6.3,5651.01,225000000000.0,48917.9,76.92,3.4,80.8463,66.7663,15.453
"Iran, Islamic Rep.",IRN,2012,76453574.0,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,18.533,4.82,2784.62,599000000000.0,7927.65,22.73,15.5,74.776,46.3788,12.63
Iraq,IRQ,2012,32776571.0,Iraq,IRQ,Middle East & North Africa,Upper middle income,32.834,5.281,1141.14,218000000000.0,6836.03,7.1,27.0,69.148,73.4251,7.965
Iceland,ISL,2012,320716.0,Iceland,ISL,Europe & Central Asia,High income: OECD,14.1,6.1,53202.8,14724100000.0,45910.0,96.2098,1.9,82.9171,3.19916,6.0
Israel,ISR,2012,7910500.0,Israel,ISR,Middle East & North Africa,High income: OECD,21.6,5.3,7184.5,257000000000.0,32543.5,70.8,3.4,81.7049,365.55,6.857
Italy,ITA,2012,59539717.0,Italy,ITA,Europe & Central Asia,High income: OECD,9.0,10.3,5397.74,2070000000000.0,34814.1,55.83,3.2,82.239,202.42,10.655
Jamaica,JAM,2012,2840992.0,Jamaica,JAM,Latin America & Caribbean,Upper middle income,17.233,7.42,1037.6,14798700000.0,5206.91,33.79,14.9,74.001,262.431,13.93
Jordan,JOR,2012,7992573.0,Jordan,JOR,Middle East & North Africa,Upper middle income,27.05,3.809,1917.59,30966100000.0,3827.29,37.0,16.5,73.722,91.1339,12.2
Japan,JPN,2012,127629000.0,Japan,JPN,East Asia & Pacific,High income: OECD,8.2,10.0,7998.35,6200000000000.0,48603.5,79.4964,2.2,83.0961,350.091,4.3
Kazakhstan,KAZ,2012,16791425.0,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,22.7,8.54,5180.65,208000000000.0,12386.7,61.9066,14.5,69.61,6.21998,5.29
Kenya,KEN,2012,43646629.0,Kenya,KEN,Sub-Saharan Africa,Lower middle income,33.333,6.73,150.439,50412800000.0,1136.87,10.5,36.8,62.659,77.913,9.662
Kyrgyz Republic,KGZ,2012,5607200.0,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,27.6,6.5,1809.1,6605140000.0,1177.97,19.8,23.1,70.0024,29.2346,8.43
Cambodia,KHM,2012,14776866.0,Cambodia,KHM,East Asia & Pacific,Low income,24.797,6.308,207.233,14054400000.0,950.88,4.94,32.6,67.48,83.7325,1.279
Kiribati,KIR,2012,106613.0,Kiribati,KIR,East Asia & Pacific,Lower middle income,29.531,6.875,,190243000.0,1788.51,10.7468,47.8,66.381,131.321,
St. Kitts and Nevis,KNA,2012,52591.0,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income: nonOECD,,,,800393000.0,16044.1,64.0,11.4,,191.873,
"Korea, Rep.",KOR,2012,50199853.0,"Korea, Rep.",KOR,East Asia & Pacific,High income: OECD,9.6,5.3,10305.3,1220000000000.0,24358.8,84.07,3.3,80.8195,515.876,3.2
Kuwait,KWT,2012,3395556.0,Kuwait,KWT,Middle East & North Africa,High income: nonOECD,18.265,2.369,16053.9,174000000000.0,51979.0,70.45,8.2,74.728,187.927,2.398
Lebanon,LBN,2012,4916404.0,Lebanon,LBN,Middle East & North Africa,Upper middle income,17.049,3.952,2487.44,44230700000.0,7985.85,61.2498,8.0,78.611,541.411,6.409
Liberia,LBR,2012,4181563.0,Liberia,LBR,Sub-Saharan Africa,Low income,35.872,9.046,,2721000000.0,657.936,2.6,64.8,60.663,42.9367,2.263
Libya,LBY,2012,6198258.0,Libya,LBY,Middle East & North Africa,Upper middle income,21.638,4.99,2241.26,81873700000.0,13025.3,,12.9,71.901,3.57238,19.03
St. Lucia,LCA,2012,174835.0,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,12.747,6.84,,1437880000.0,8139.89,34.82,16.3,75.138,289.584,19.06
Liechtenstein,LIE,2012,36545.0,Liechtenstein,LIE,Europe & Central Asia,High income: nonOECD,9.7,6.1,,5456010000.0,149010.0,89.4077,,82.3829,228.844,
Sri Lanka,LKA,2012,20425000.0,Sri Lanka,LKA,South Asia,Lower middle income,17.343,6.135,524.308,68434400000.0,3350.52,18.2854,9.1,75.796,325.706,3.88
Lesotho,LSO,2012,2089928.0,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,28.559,17.936,,2678480000.0,1329.27,10.0,74.0,47.416,66.3699,25.303
Lithuania,LTU,2012,2987773.0,Lithuania,LTU,Europe & Central Asia,High income: nonOECD,10.2,13.7,3607.7,42848200000.0,14341.2,67.23,4.2,73.8634,47.6717,13.365
Luxembourg,LUX,2012,530946.0,Luxembourg,LUX,Europe & Central Asia,High income: OECD,11.3,7.3,14703.9,56678000000.0,106749.0,91.9499,2.3,81.3927,218.496,5.14
Latvia,LVA,2012,2034319.0,Latvia,LVA,Europe & Central Asia,High income: nonOECD,9.8,14.3,3587.93,28120000000.0,13822.8,73.1199,5.6,73.778,32.7166,15.047
"Macao SAR, China",MAC,2012,562531.0,"Macao SAR, China",MAC,East Asia & Pacific,High income: nonOECD,10.904,3.657,,43031600000.0,76291.8,61.31,,83.158,18864.2,1.97
St. Martin (French part),MAF,2012,30959.0,St. Martin (French part),MAF,Latin America & Caribbean,High income: nonOECD,16.3,4.0,,,,,,79.022,680.312,
Morocco,MAR,2012,33333789.0,Morocco,MAR,Middle East & North Africa,Lower middle income,21.139,5.181,876.845,98266300000.0,2912.66,55.4161,25.2,74.97,74.4833,8.99
Monaco,MCO,2012,37783.0,Monaco,MCO,Europe & Central Asia,High income: nonOECD,,,,5743030000.0,157516.0,87.0,3.1,,18230.0,
Moldova,MDA,2012,3559519.0,Moldova,MDA,Europe & Central Asia,Lower middle income,10.984,11.513,1514.53,8709170000.0,2446.73,43.37,14.4,70.581,124.038,5.578
Madagascar,MDG,2012,22346573.0,Madagascar,MDG,Sub-Saharan Africa,Low income,34.348,6.98,,9919780000.0,443.905,2.3,43.6,64.28,38.4098,0.599
Maldives,MDV,2012,386203.0,Maldives,MDV,South Asia,Upper middle income,18.603,3.353,,2886170000.0,7265.61,38.9301,10.4,76.664,1324.12,4.648
Mexico,MEX,2012,120828307.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,19.488,5.471,2253.51,1200000000000.0,10241.7,39.75,14.1,74.966,60.3278,4.887
Marshall Islands,MHL,2012,52663.0,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,,,,185210500.0,3265.52,12.5,31.1,,315.094,
"Macedonia, FYR",MKD,2012,2074036.0,North Macedonia,MKD,Europe & Central Asia,Upper middle income,11.2,9.616,3680.8,9745250000.0,4698.14,57.4499,9.2,75.019,82.2473,31.016
Mali,MLI,2012,16006670.0,Mali,MLI,Sub-Saharan Africa,Low income,45.129,11.72,,12442700000.0,778.669,2.8,73.0,56.135,13.0959,7.087
Malta,MLT,2012,419455.0,Malta,MLT,Middle East & North Africa,High income: nonOECD,9.8,8.1,5002.05,9211950000.0,21931.7,68.1999,6.0,80.7463,1312.59,6.308
Myanmar,MMR,2012,50986514.0,Myanmar,MMR,East Asia & Pacific,Lower middle income,18.889,8.598,156.009,59937800000.0,1165.79,4.0,45.1,64.453,78.7165,0.87
Montenegro,MNE,2012,620601.0,Montenegro,MNE,Europe & Central Asia,Upper middle income,12.125,10.177,5415.72,4087730000.0,6586.72,56.8388,4.6,75.823,46.1413,19.975
Mongolia,MNG,2012,2814226.0,Mongolia,MNG,East Asia & Pacific,Upper middle income,25.776,6.388,1588.13,12292800000.0,4351.89,16.4,18.8,68.217,1.81821,3.905
Northern Mariana Islands,MNP,2012,53718.0,Northern Mariana Islands,MNP,East Asia & Pacific,High income: nonOECD,,,,751000000.0,13827.8,,,,118.067,
Mozambique,MOZ,2012,25676606.0,Mozambique,MOZ,Sub-Saharan Africa,Low income,39.816,11.832,459.967,15265300000.0,613.984,6.0,65.7,53.931,31.6166,3.28
Mauritania,MRT,2012,3830239.0,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,36.032,8.047,,5231260000.0,1411.35,5.0,59.4,63.079,3.59615,9.865
Mauritius,MUS,2012,1255882.0,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,11.5,7.4,2075.04,11668700000.0,9291.23,35.42,12.9,73.8634,618.661,7.472
Malawi,MWI,2012,16097305.0,Malawi,MWI,Sub-Saharan Africa,Low income,38.436,9.113,,6028490000.0,391.562,4.3506,48.4,58.629,163.301,6.177
Malaysia,MYS,2012,29170456.0,Malaysia,MYS,East Asia & Pacific,Upper middle income,17.142,4.722,4338.56,314000000000.0,10817.4,65.8,6.8,74.877,88.4741,3.04
Namibia,NAM,2012,2263934.0,Namibia,NAM,Sub-Saharan Africa,Upper middle income,30.499,10.012,1660.76,13016300000.0,5930.55,12.9414,36.6,59.387,2.66587,16.771
New Caledonia,NCL,2012,259000.0,New Caledonia,NCL,East Asia & Pacific,High income: nonOECD,16.9,5.1,,,,58.0,,77.0691,14.1685,14.562
Niger,NER,2012,17731634.0,Niger,NER,Sub-Saharan Africa,Low income,48.929,10.359,49.3392,6942260000.0,390.12,1.05,57.2,58.79,14.0485,0.332
Nigeria,NGA,2012,167297284.0,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,40.668,13.623,156.797,459000000000.0,2746.99,16.1,81.5,51.786,183.613,3.693
Nicaragua,NIC,2012,5877108.0,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,22.924,5.038,569.325,10532000000.0,1760.46,13.5,16.6,72.951,49.7135,5.208
Netherlands,NLD,2012,16754962.0,Netherlands,NLD,Europe & Central Asia,High income: OECD,10.5,8.4,6876.59,839000000000.0,50073.0,92.86,3.6,81.1049,496.885,5.821
Norway,NOR,2012,5018573.0,Norway,NOR,Europe & Central Asia,High income: OECD,12.0,8.4,24071.0,510000000000.0,101668.0,94.65,2.4,81.4512,13.7403,3.123
Nepal,NPL,2012,27649925.0,Nepal,NPL,South Asia,Low income,21.879,6.672,120.897,18851500000.0,698.466,11.1493,34.0,68.426,188.279,1.582
New Zealand,NZL,2012,4408100.0,New Zealand,NZL,East Asia & Pacific,High income: OECD,13.87,6.82,9360.95,176000000000.0,39970.4,81.6445,5.0,81.1561,16.7411,6.931
Oman,OMN,2012,3464644.0,Oman,OMN,Middle East & North Africa,High income: nonOECD,21.424,2.695,6176.91,76689200000.0,21923.5,60.0,9.8,76.149,11.3022,4.321
Pakistan,PAK,2012,177911533.0,Pakistan,PAK,South Asia,Lower middle income,29.667,7.349,427.848,224000000000.0,1198.11,9.96,67.0,65.849,242.945,1.675
Panama,PAN,2012,3772938.0,Panama,PAN,Latin America & Caribbean,Upper middle income,20.678,4.954,1955.38,40429700000.0,10722.3,40.3019,16.0,77.188,50.7213,2.391
Peru,PER,2012,30158966.0,Peru,PER,Latin America & Caribbean,Upper middle income,19.617,5.302,1238.09,193000000000.0,6528.97,38.2,14.3,74.981,23.0522,3.109
Philippines,PHL,2012,96866642.0,Philippines,PHL,East Asia & Pacific,Lower middle income,24.12,5.719,664.121,250000000000.0,2572.63,36.2351,24.4,70.149,326.031,3.504
Palau,PLW,2012,20758.0,Palau,PLW,East Asia & Pacific,Upper middle income,15.3,9.4,,214648500.0,12168.3,,20.1,,38.3478,
Papua New Guinea,PNG,2012,7430836.0,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,29.123,8.128,,21295800000.0,2790.7,3.5,43.3,62.604,16.8507,2.66
Poland,POL,2012,38063164.0,Poland,POL,Europe & Central Asia,High income: OECD,10.1,10.1,3899.18,500000000000.0,13145.5,62.31,4.7,76.7463,124.3,10.088
Puerto Rico,PRI,2012,3634488.0,Puerto Rico,PRI,Latin America & Caribbean,High income: nonOECD,10.6,8.1,,102000000000.0,27944.7,69.0,,78.8476,409.751,14.5
"Korea, Dem. People’s Rep.",PRK,2012,24854034.0,North Korea,PRK,East Asia & Pacific,Low income,13.895,8.683,652.968,,,0.0,19.8,70.454,205.968,3.637
Portugal,PRT,2012,10514844.0,Portugal,PRT,Europe & Central Asia,High income: OECD,8.5,10.2,4736.35,216000000000.0,20577.4,60.34,3.0,80.3732,114.803,15.527
Paraguay,PRY,2012,6379219.0,Paraguay,PRY,Latin America & Caribbean,Upper middle income,21.904,5.406,1359.03,33283200000.0,5183.08,29.34,20.7,73.068,16.1629,4.085
West Bank and Gaza,PSE,2012,4046901.0,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,32.921,3.505,,11279400000.0,2834.02,43.4,19.3,73.041,661.129,22.973
French Polynesia,PYF,2012,271703.0,French Polynesia,PYF,East Asia & Pacific,High income: nonOECD,16.263,5.185,,,,52.8766,,76.074,73.4967,13.183
Qatar,QAT,2012,2109568.0,Qatar,QAT,Middle East & North Africa,High income: nonOECD,10.614,1.148,14853.3,187000000000.0,85076.1,69.3,7.4,79.399,189.154,0.48
Romania,ROU,2012,20058035.0,Romania,ROU,Europe & Central Asia,Upper middle income,10.0,12.7,2604.24,171000000000.0,8535.05,45.88,9.4,74.4122,87.2013,6.794
Russian Federation,RUS,2012,143201676.0,Russian Federation,RUS,Europe & Central Asia,High income: nonOECD,13.3,13.3,6617.14,2210000000000.0,15434.6,63.8,8.4,70.0722,8.74414,5.436
Rwanda,RWA,2012,10788853.0,Rwanda,RWA,Sub-Saharan Africa,Low income,33.563,6.384,,7334920000.0,695.274,8.02385,37.0,65.438,427.632,1.106
Saudi Arabia,SAU,2012,29086357.0,Saudi Arabia,SAU,Middle East & North Africa,High income: nonOECD,21.078,3.422,8502.78,736000000000.0,25243.4,54.0,9.1,74.254,13.5625,5.52
Sudan,SDN,2012,35990192.0,Sudan,SDN,Sub-Saharan Africa,Lower middle income,34.586,7.788,156.942,68125600000.0,1882.25,21.0,48.6,63.542,,13.178
Senegal,SEN,2012,13703513.0,Senegal,SEN,Sub-Saharan Africa,Lower middle income,37.757,6.753,215.49,17825400000.0,1330.06,10.8,39.3,65.448,69.6099,9.314
Singapore,SGP,2012,5312437.0,Singapore,SGP,East Asia & Pacific,High income: nonOECD,10.1,4.5,8673.99,295000000000.0,55546.5,72.0,2.2,81.9951,7524.7,3.72
Solomon Islands,SLB,2012,551531.0,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,33.959,4.592,,1063880000.0,1913.23,6.9974,20.5,71.296,19.8665,2.085
Sierra Leone,SLE,2012,6766103.0,Sierra Leone,SLE,Sub-Saharan Africa,Low income,37.092,14.008,,3801860000.0,566.379,2.5,99.6,51.018,92.9978,4.108
El Salvador,SLV,2012,6221246.0,El Salvador,SLV,Latin America & Caribbean,Lower middle income,19.213,6.891,915.689,21386200000.0,3428.41,20.3214,15.0,71.692,301.058,3.846
San Marino,SMR,2012,31914.0,San Marino,SMR,Europe & Central Asia,High income: nonOECD,9.7,7.1,,1800080000.0,56068.4,,2.2,85.4171,535.083,
Somalia,SOM,2012,12763776.0,Somalia,SOM,Sub-Saharan Africa,Low income,43.254,12.331,,,,1.3767,90.7,54.713,20.2689,14.552
Serbia,SRB,2012,7199077.0,Serbia,SRB,Europe & Central Asia,Upper middle income,9.3,14.2,4386.53,43309300000.0,6015.95,48.1,6.2,74.8366,82.3128,24.0
South Sudan,SSD,2012,10818258.0,South Sudan,SSD,Sub-Saharan Africa,Low income,37.34,11.399,41.4292,10368800000.0,1025.23,,64.9,55.791,,12.672
Sao Tome and Principe,STP,2012,182889.0,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,34.726,5.509,,252561000.0,1340.53,21.5724,30.4,68.306,196.254,13.59
Suriname,SUR,2012,537077.0,Suriname,SUR,Latin America & Caribbean,Upper middle income,20.009,7.039,3314.58,4980000000.0,9201.01,34.6812,20.4,70.851,3.46952,8.1
Slovak Republic,SVK,2012,5407579.0,Slovak Republic,SVK,Europe & Central Asia,High income: OECD,10.3,9.7,5137.79,93414000000.0,17274.6,76.71,5.5,76.1098,112.452,13.963
Slovenia,SVN,2012,2057159.0,Slovenia,SVN,Europe & Central Asia,High income: OECD,10.7,9.4,6718.98,46352800000.0,22532.4,68.35,2.4,80.1244,102.114,8.84
Sweden,SWE,2012,9519374.0,Sweden,SWE,Europe & Central Asia,High income: OECD,11.9,9.7,14289.6,544000000000.0,57197.2,93.18,2.4,81.7049,23.3696,7.976
Swaziland,SWZ,2012,1248158.0,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,29.111,14.226,,4823830000.0,4469.46,20.7818,55.6,49.862,62.7493,25.984
Sint Maarten (Dutch part),SXM,2012,34640.0,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,12.0,5.4,,,,,,73.0537,1018.82,
Seychelles,SYC,2012,88303.0,Seychelles,SYC,Sub-Saharan Africa,High income: nonOECD,18.6,7.4,,1060230000.0,12006.7,47.076,12.3,74.2756,191.963,
Syrian Arab Republic,SYR,2012,20420701.0,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,26.67,5.229,1363.68,,,24.3001,14.2,70.55,111.325,8.67
Turks and Caicos Islands,TCA,2012,32431.0,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income: nonOECD,,,,715722770.0,21009.9,,,,35.8589,
Chad,TCD,2012,12705135.0,Chad,TCD,Sub-Saharan Africa,Low income,45.42,13.752,,12368100000.0,967.408,2.1,81.5,51.928,10.1531,1.778
Togo,TGO,2012,6859482.0,Togo,TGO,Sub-Saharan Africa,Low income,36.125,9.514,144.38,3873530000.0,571.839,4.0,55.6,58.661,124.541,1.898
Thailand,THA,2012,67843979.0,Thailand,THA,East Asia & Pacific,Upper middle income,11.351,7.241,2443.62,398000000000.0,5860.58,26.46,10.4,74.992,132.78,0.58
Tajikistan,TJK,2012,7995062.0,Tajikistan,TJK,Europe & Central Asia,Lower middle income,32.109,5.542,1761.05,7633050000.0,969.296,14.51,35.3,69.34,56.2649,11.703
Turkmenistan,TKM,2012,5267839.0,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,26.412,7.167,2428.86,35164200000.0,6675.19,7.1958,47.3,67.167,11.21,3.959
Timor-Leste,TLS,2012,1156760.0,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,29.606,6.332,,6661660000.0,5879.7,7.0,48.2,67.72,76.1933,3.249
Tonga,TON,2012,104951.0,Tonga,TON,East Asia & Pacific,Upper middle income,26.606,7.225,,472358000.0,4597.74,30.0,15.0,70.242,142.69,1.113
Trinidad and Tobago,TTO,2012,1341588.0,Trinidad and Tobago,TTO,Latin America & Caribbean,High income: nonOECD,14.858,7.866,6612.8,25769300000.0,19162.0,59.5162,19.7,72.382,262.148,3.453
Tunisia,TUN,2012,10886668.0,Tunisia,TUN,Middle East & North Africa,Upper middle income,18.763,6.274,1408.87,45044100000.0,4152.68,41.4416,15.2,75.376,69.8185,17.63
Turkey,TUR,2012,74569867.0,Turkey,TUR,Europe & Central Asia,Upper middle income,17.402,5.547,2768.97,874000000000.0,11707.3,45.13,13.1,75.373,96.9986,8.149
Tuvalu,TUV,2012,10725.0,Tuvalu,TUV,East Asia & Pacific,Upper middle income,,,,37671700.0,3507.94,35.0,24.7,,357.967,
Tanzania,TZA,2012,49082997.0,Tanzania,TZA,Sub-Saharan Africa,Low income,39.262,8.305,97.8057,39650500000.0,867.868,3.95,45.0,60.47,53.1186,3.24
Uganda,UGA,2012,36306796.0,Uganda,UGA,Sub-Saharan Africa,Low income,43.248,8.605,,23114300000.0,668.832,14.1,44.6,59.017,172.348,3.551
Ukraine,UKR,2012,45593300.0,Ukraine,UKR,Europe & Central Asia,Lower middle income,11.4,14.5,3640.56,176000000000.0,3855.42,35.27,9.1,70.9441,78.7014,7.53
Uruguay,URY,2012,3396777.0,Uruguay,URY,Latin America & Caribbean,High income: nonOECD,14.263,9.376,2946.46,51264400000.0,15171.6,54.4538,8.5,77.004,19.3062,6.451
United States,USA,2012,313998379.0,United States,USA,North America,High income: OECD,12.6,8.102,12964.3,16200000000000.0,51603.5,74.7,6.0,78.7415,34.3129,8.069
Uzbekistan,UZB,2012,29774500.0,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,21.0,4.9,1610.81,51821600000.0,1740.47,23.6,28.1,70.155,69.9918,4.87
St. Vincent and the Grenadines,VCT,2012,109328.0,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,15.578,8.234,,692934000.0,6390.31,40.0,17.6,71.879,278.038,19.72
"Venezuela, RB",VEN,2012,29893080.0,"Venezuela, RB",VEN,Latin America & Caribbean,High income: nonOECD,20.137,5.822,3304.22,381000000000.0,12985.5,49.0501,14.8,73.037,33.2889,6.601
